code,name,hex,equivalents,confidence
MIG-0907,GREY DARK BASE,#3e414d,TAMIYA:XF69; MODEL COLOR:70.333; MODEL AIR:71.049,0.949921652111673
MIG-0908,GREY BASE,#5c6067,HOBBY COLOR:H301; HOBBY COLOR:H339; MR.COLOR:C301; MR.COLOR:€339; MODEL COLOR:70.995; Federal Standard:FS 26081,0.8633515246946015
MIG-0909,GREY LIGHT BASE,#71737b,HOBBY COLOR:H458; TAMIYA:XF24,0.8222477669505035
MIG-0910,GREY HIGH LIGHT,#979aa4,HOBBY COLOR:H75; MR.COLOR:C25; TAMIYA:XF54; MODEL COLOR:70.836; MODEL AIR:71.277,0.8539030310453084
MIG-0911,GREY SHINE,#341913,,0.7576044998619913
MIG-0912,RED BROWN SHADOW,#5b2d1e,HOBBY COLOR:H17; MR.COLOR:C29; TAMIYA:XF9; MODEL AIR:71.038,0.8178093371136871
MIG-0913,RED BROWN BASE,#894b3a,HOBBY COLOR:H7; MR.COLOR:C7; TAMIYA:XF79,0.8590788955439629
MIG-0914,RED BROWN LIGHT,#222a15,,0.699103321093624
MIG-0915,DARK GREEN,#465535,TAMIYA:XF81,0.8150263227019304
MIG-0916,GREEN BASE,#89ab72,MODEL COLOR:70.827,0.9048715180969291
MIG-0917,LIGHT GREEN,#271617,,0.7111308670651891
MIG-0918,RED PRIMER SHADOW,#260e07,MODEL COLOR:70.822,0.8534386974176416
MIG-0919,RED PRIMER DARK BASE,#2f0d09,,0.8467759867291498
MIG-0920,RED PRIMER,#541f11,,0.9949858112779257
MIG-0921,RED PRIMER LIGHT BASE,#6d381c,,0.7298524827258333
MIG-0922,RED PRIMER HIGH LIGHTS,#8c4f25,,0.5868953056006352
MIG-0923,RED PRIMER SHINE,#211f11,MODEL COLOR:70.341; MODEL AIR:71.026,0.9113780705914201
MIG-0924,OLIVE DRAB SHADOW,#37341d,,0.817856968386717
MIG-0925,OLIVE DRAB DARK BASE,#45452a,HOBBY COLOR:H78; MR.COLOR:C38; MODEL COLOR:70.889; MODEL AIR:71.043; RLM:RLM-83,0.93528645036541
MIG-0926,OLIVE DRAB BASE,#5d593d,HOBBY COLOR:H304; MR.COLOR:C304; MODEL AIR:71.286,0.6900440853719834
MIG-0927,OLIVE DRAB LIGHT BASE,#65634d,,0.6839416052540065
MIG-0928,OLIVE DRAB HIGH LIGHTS,#7b785a,MODEL AIR:71.139,0.7922575503100266
MIG-0929,OLIVE DRAB SHINE,#292912,MODEL COLOR:70.332; MODEL AIR:71.138,0.8705124360683892
MIG-0930,RUSSIAN SHADOW,#413f1a,,0.6086305720533189
MIG-0931,RUSSIAN DARK BASE,#555320,TAMIYA:XF74; MODEL AIR:71.020,0.8904515833877904
MIG-0932,RUSSIAN BASE,#6f663f,MODEL AIR:71.303,0.8893380124932111
MIG-0933,RUSSIAN LIGHT BASE,#7f7751,,0.7769954922393281
MIG-0934,RUSSIAN HIGH LIGHT,#908762,,0.841087432505913
MIG-0935,RUSSIAN SHINE,#908762,HOBBY COLOR:H62; MR.COLOR:C56; TAMIYA:XF14; MODEL AIR:71.321,0.8928458356622903
